(278.0000305175781, 0.0, 60.0, 0.0, 0.0, 36.1807746887207, 19.457326889038086, 0.0)
(248.00001525878906, 0.0, 59.99999237060547, 0.0, 0.0, 24.280303955078125, 25.40218734741211, 0.0)
(272.0, -18.000001907348633, 78.0, 0.0, -3.786112070083618, 31.55065155029297, 14.595900535583496, 3.786112070083618)
(260.0, 23.999996185302734, 60.000003814697266, 0.0, 5.273895263671875, 29.358413696289062, 23.09507179260254, -5.273895263671875)
(260.0, -24.0, 60.000003814697266, 0.0, -5.273895740509033, 29.358413696289062, 23.09507179260254, 5.273895740509033)
(272.0, 18.000001907348633, 78.0, 0.0, 3.786112070083618, 31.55065155029297, 14.595900535583496, -3.786112070083618)
(241.99998474121094, 24.0, 78.0, 0.0, 5.663706302642822, 19.468528747558594, 19.587568283081055, -5.663706302642822)
(242.00003051757812, -12.000000953674316, 77.99998474121094, 0.0, -2.83878755569458, 19.11286163330078, 19.702150344848633, 2.83878755569458)
(293.0, 0.0, 60.000003814697266, 0.0, 0.0, 42.73461151123047, 15.449085235595703, 0.0)
(238.0, 0.0, 59.99999237060547, 0.0, 0.0, 20.461448669433594, 26.888914108276367, 0.0)
(282.0, -33.0, 93.0, 0.0, -6.674468517303467, 35.40603256225586, 6.654250621795654, 6.674468517303467)
(260.00006103515625, 44.0000114440918, 60.0, 0.0, 9.605204582214355, 30.379703521728516, 22.588228225708008, -9.605204582214355)
(260.00006103515625, -44.00001907348633, 60.0, 0.0, -9.605205535888672, 30.379703521728516, 22.588228225708008, 9.605205535888672)
(282.0, 32.999996185302734, 93.0, 0.0, 6.674468040466309, 35.40603256225586, 6.654250621795654, -6.674468040466309)
(227.00001525878906, 44.000003814697266, 93.0, 0.0, 10.969758033752441, 12.712562561035156, 15.260128021240234, -10.969758033752441)
(227.0, -21.999996185302734, 93.0, 0.0, -5.535605430603027, 11.416717529296875, 15.51811695098877, 5.535605430603027)
(260.0, 0.0, 60.000003814697266, 0.0, 0.0, 28.92490005493164, 23.30600357055664, 0.0)
